merchant_id,transaction_velocity,avg_transaction_value,refund_rate,chargeback_rate,business_age_days,category_mismatch_score,night_txn_ratio,unique_customer_ratio,geographic_spread,incomplete_profile_score,label
M-01272,80.9062,494.8384,0.1039,0.0057,653,0.1214,0.083,0.5647,11,0.2936,1
M-01273,53.6294,554.5021,0.0296,0.0067,286,0.0714,0.0701,0.6515,2,0.0764,0
M-01274,54.3069,1096.1661,0.0536,0.0082,30,0.0147,0.0958,0.7285,3,0.1027,0
M-01275,53.4349,274.7953,0.0539,0.0119,1241,0.0772,0.0682,0.8516,6,0.0045,0
M-01276,88.373,1156.4869,0.0738,0.0075,225,0.1162,0.1082,0.4499,3,0.0384,0
M-01277,70.1221,782.9582,0.0225,0.0052,426,0.0136,0.0323,0.5038,7,0.0284,0
M-01278,87.2778,700.0383,0.0443,0.004,724,0.0073,0.0522,0.9099,3,0.0616,1
M-01279,34.3279,796.7212,0.0666,0.0047,700,0.0705,0.0633,0.5516,1,0.1303,0
M-01280,1.0,849.0685,0.0372,0.0039,1059,0.2505,0.0436,0.6543,7,0.1791,1
M-01281,27.8444,863.7579,0.0912,0.01,787,0.0985,0.2043,0.5943,9,0.063,0
M-01282,35.3244,835.036,0.0536,0.0068,551,0.017,0.0703,0.7067,6,0.1492,0
M-01283,29.453,1001.8473,0.0269,0.0097,30,0.006,0.0442,0.5626,3,0.059,0
M-01284,44.9784,615.2204,0.0791,0.0147,586,0.0835,0.073,0.425,2,0.0161,0
M-01285,68.7426,184.429,0.0515,0.0095,30,0.0039,0.106,0.6847,2,0.1143,0
M-01286,31.3421,882.151,0.0375,0.0012,766,0.0145,0.0233,0.7297,7,0.0741,0
M-01287,53.4717,904.8983,0.0229,0.0025,730,0.0684,0.0702,0.7003,6,0.12,1
M-01288,89.6652,1352.0326,0.0383,0.0133,847,0.1193,0.0654,0.6397,5,0.033,0
M-01289,53.8163,560.153,0.0235,0.0102,1194,0.0495,0.0745,0.4248,7,0.0071,0
M-01290,72.1992,562.7293,0.062,0.0119,905,0.0679,0.0918,0.4436,3,0.0376,0
M-01291,42.0653,999.665,0.0241,0.0099,658,0.0842,0.086,0.5619,1,0.1083,0
M-01292,62.7365,883.3388,0.0524,0.0043,649,0.022,0.0854,0.7135,6,0.0355,1
M-01293,40.0703,805.1633,0.0174,0.0146,408,0.0193,0.0666,0.5259,2,0.0845,0
M-01294,27.2829,920.8671,0.0453,0.0024,743,0.0646,0.0823,0.4699,7,0.0965,0
M-01295,49.6381,567.6932,0.0344,0.0036,614,0.0462,0.1181,0.5721,7,0.1184,0
M-01296,66.761,798.4979,0.0655,0.0132,1113,0.0804,0.0316,0.2891,4,0.1307,1
M-01297,69.8196,751.6581,0.0207,0.0065,97,0.0362,0.0904,0.4728,7,0.0473,0
M-01298,45.5953,847.2022,0.0707,0.012,88,0.168,0.2489,0.3387,11,0.2249,1
M-01299,61.3839,942.9684,0.0176,0.0149,1336,0.0875,0.0789,0.4437,3,0.1151,0
M-01300,34.0654,1171.1095,0.0785,0.0034,1395,0.0161,0.0473,0.4175,7,0.0405,1
M-01301,15.4712,1235.1451,0.0626,0.0128,745,0.0581,0.0512,0.3819,3,0.1222,0
M-01302,35.1819,513.7697,0.0535,0.0145,721,0.0983,0.0756,0.603,1,0.055,0
M-01303,38.6481,851.8819,0.0397,0.0104,844,0.1499,0.1006,0.5505,5,0.0115,0
M-01304,35.9524,1015.3051,0.0693,0.0055,393,0.0284,0.0829,0.6677,1,0.1361,0
M-01305,41.4581,925.5171,0.1009,0.0153,134,0.2235,0.1881,0.5941,1,0.2419,1
M-01306,58.151,867.7204,0.0919,0.0162,648,0.2217,0.0834,0.6868,8,0.0948,0
M-01307,68.7034,401.3375,0.0398,0.0085,680,0.0836,0.0071,0.4218,2,0.149,0
M-01308,58.8248,905.7066,0.0687,0.0016,954,0.0657,0.0622,0.6885,1,0.0809,0
M-01309,43.8378,734.0375,0.0785,0.0063,896,0.1236,0.117,0.5762,4,0.1312,1
M-01310,55.8347,1168.3769,0.0248,0.0089,589,0.0868,0.0924,0.4021,6,0.0517,1
M-01311,35.7816,1103.3368,0.0443,0.0054,30,0.0286,0.0538,0.4974,1,0.0785,0
M-01312,53.4511,478.1236,0.0111,0.0013,1318,0.1169,0.0957,0.7301,4,0.0328,0
M-01313,62.7771,975.1624,0.0957,0.0037,1052,0.2749,0.1115,0.5701,3,0.2685,0
M-01314,43.6046,967.1099,0.0737,0.0026,824,0.104,0.052,0.2532,7,0.1328,0
M-01315,34.9757,652.7882,0.0494,0.0118,586,0.1196,0.0,0.7084,7,0.084,0
M-01316,27.2943,1395.6696,0.0702,0.003,755,0.1283,0.0708,0.6795,4,0.013,0
M-01317,37.2855,593.9514,0.0195,0.002,251,0.0809,0.1033,0.5271,4,0.0243,0
M-01318,28.6072,1239.0795,0.054,0.0059,591,0.1966,0.0708,0.5437,6,0.2809,1
M-01319,73.9166,527.279,0.0491,0.009,656,0.1486,0.0378,0.3819,7,0.0615,0
M-01320,76.891,946.2666,0.0669,0.0137,83,0.1613,0.143,0.5448,1,0.1879,1
M-01321,53.278,1019.4367,0.0369,0.0123,460,0.0167,0.0951,0.355,3,0.0002,0
M-01322,59.5759,591.773,0.0173,0.0104,991,0.1044,0.1052,0.8034,3,0.0229,0
M-01323,60.7191,1089.3926,0.0453,0.0041,968,0.0613,0.0684,0.7292,4,0.1284,1
M-01324,73.2673,928.62,0.0173,0.008,770,0.0733,0.0737,0.5512,4,0.0329,0
M-01325,13.6418,884.7474,0.047,0.0135,566,0.0222,0.0316,0.7299,2,0.0176,0
M-01326,55.1088,1292.7637,0.0546,0.0085,745,0.0243,0.1173,0.6506,5,0.1164,0
M-01327,42.6931,963.8216,0.0152,0.0057,570,0.0579,0.0622,0.5616,7,0.0881,0
M-01328,83.881,271.7665,0.0472,0.021,381,0.1721,0.1571,0.8018,11,0.2936,1
M-01329,45.9892,1180.3042,0.0315,0.0068,383,0.1483,0.2055,0.8344,6,0.1564,1
M-01330,68.4533,936.4085,0.066,0.0075,401,0.0594,0.086,0.4474,4,0.0519,0
M-01331,54.9847,910.1379,0.0625,0.0046,984,0.0666,0.0579,0.4642,6,0.0452,1
M-01332,55.4498,828.6688,0.0955,0.0055,134,0.1044,0.191,0.6199,5,0.1078,1
M-01333,26.4425,960.2531,0.0133,0.0135,1417,0.0599,0.0822,0.4328,3,0.0941,0
M-01334,28.6662,371.5732,0.0558,0.0082,450,0.0358,0.115,0.7353,2,0.1371,0
M-01335,67.5394,812.7936,0.061,0.0139,701,0.0973,0.0661,0.1557,4,0.0628,0
M-01336,45.3624,371.2318,0.0576,0.015,1012,0.0932,0.0894,0.673,7,0.0859,0
M-01337,43.8218,759.8602,0.0667,0.0052,322,0.0208,0.0271,0.5684,2,0.0124,0
M-01338,67.5758,1199.6785,0.0606,0.0122,1190,0.0238,0.0575,0.3281,3,0.0193,0
M-01339,58.2873,748.9315,0.0225,0.0048,969,0.0221,0.0624,0.8135,3,0.0095,0
M-01340,47.7298,1111.3872,0.0409,0.0167,434,0.0505,0.1807,0.5622,7,0.2491,1
M-01341,2.6707,920.3036,0.0335,0.0247,544,0.1368,0.1177,0.7398,7,0.236,1
M-01342,62.5774,574.5364,0.0425,0.0111,1628,0.1252,0.1344,0.5364,1,0.0057,0
M-01343,40.2869,840.3169,0.0336,0.0046,778,0.0884,0.0848,0.5792,7,0.0898,0
M-01344,42.4732,649.8,0.0551,0.0144,892,0.1172,0.0947,0.4561,7,0.0234,1
M-01345,52.2405,1175.0749,0.0714,0.0137,1133,0.0,0.0519,0.2513,4,0.1442,0
M-01346,34.8254,661.8031,0.0556,0.0242,30,0.1413,0.1827,0.5898,4,0.0951,1
M-01347,57.2905,1332.3745,0.0761,0.0113,1031,0.0035,0.064,0.4936,5,0.1039,0
M-01348,32.9175,588.6421,0.0248,0.0049,1105,0.128,0.1132,0.4674,1,0.0021,1
M-01349,46.0002,1200.1362,0.0179,0.0011,1395,0.1039,0.1019,0.7391,1,0.0232,1
M-01350,44.8618,378.574,0.063,0.007,239,0.0442,0.0773,0.5592,3,0.1207,0
M-01351,64.2439,643.2665,0.0384,0.0068,1208,0.0241,0.1179,0.5975,6,0.1298,0
M-01352,33.6153,490.0824,0.0151,0.0134,459,0.1475,0.0976,0.4932,1,0.0669,0
M-01353,46.8782,1002.5825,0.0207,0.0149,666,0.0743,0.1071,0.6399,6,0.1274,0
M-01354,43.6733,657.3132,0.1184,0.0066,392,0.2662,0.1479,0.8504,10,0.2141,1
M-01355,81.8323,912.8603,0.0552,0.0022,371,0.1474,0.0255,0.4578,7,0.0675,0
M-01356,61.5788,661.2886,0.0316,0.0118,839,0.11,0.0646,0.7071,7,0.0503,0
M-01357,54.6636,239.1338,0.0273,0.0132,1072,0.114,0.0826,0.324,2,0.0392,0
M-01358,46.6305,914.1426,0.018,0.0034,799,0.0542,0.065,0.3767,7,0.0327,0
M-01359,54.2833,1481.5892,0.0283,0.0016,1106,0.1204,0.0687,0.5756,4,0.1195,0
M-01360,46.2655,1226.6211,0.0164,0.0076,1101,0.0454,0.0565,0.4372,7,0.128,0
M-01361,51.4562,520.4139,0.0459,0.0024,634,0.0181,0.0892,0.5559,7,0.1272,0
M-01362,15.2578,899.9479,0.0422,0.0067,498,0.1457,0.024,0.6735,7,0.1147,1
M-01363,50.2141,660.5792,0.0145,0.0032,963,0.0575,0.0206,0.5282,3,0.0183,0
M-01364,68.6913,1045.6918,0.0551,0.0046,753,0.0337,0.043,0.5741,6,0.1494,0
M-01365,59.1532,1079.9165,0.0165,0.0147,823,0.1277,0.1073,0.5611,6,0.0707,1
M-01366,32.7351,615.6531,0.0393,0.0053,493,0.0218,0.1048,0.7551,7,0.1372,0
M-01367,23.6189,705.1517,0.0513,0.0068,888,0.085,0.1104,0.5527,5,0.0884,0
M-01368,57.3406,640.1514,0.019,0.0049,1075,0.1267,0.0895,0.8335,1,0.0286,0
M-01369,1.0,758.0328,0.1099,0.0051,895,0.0611,0.1295,0.4406,3,0.2571,1
M-01370,63.7021,567.579,0.0418,0.0073,700,0.1349,0.1056,0.6083,6,0.0371,0
M-01371,74.4375,985.3678,0.0581,0.0149,1385,0.1083,0.07,0.3695,3,0.1292,0
M-01372,76.5838,1350.9768,0.0266,0.0011,802,0.1149,0.0915,0.4764,6,0.039,0
M-01373,35.3968,722.5506,0.0716,0.0101,30,0.0121,0.0612,0.4245,1,0.1006,1
M-01374,20.4484,794.7903,0.0359,0.0068,202,0.0183,0.086,0.5808,3,0.0636,0
M-01375,109.3107,963.2167,0.096,0.0123,169,0.1905,0.1286,0.7081,3,0.123,0
M-01376,52.8422,1235.9146,0.0497,0.0124,562,0.0704,0.0989,0.4824,7,0.0524,0
M-01377,27.2095,920.1544,0.0136,0.0081,1158,0.1271,0.1296,0.5188,3,0.0215,0
M-01378,34.6581,854.3527,0.016,0.012,755,0.1334,0.063,0.4047,5,0.0874,0
M-01379,65.8993,50.0,0.0732,0.008,97,0.1796,0.1116,0.7087,6,0.282,0
M-01380,29.1719,599.9205,0.0206,0.01,1760,0.0666,0.0552,0.5919,2,0.1413,0
M-01381,25.7046,1083.7769,0.1151,0.0171,710,0.2292,0.0689,0.8999,5,0.2448,1
M-01382,30.1631,1277.3883,0.0742,0.0056,1094,0.0626,0.1069,0.8194,5,0.129,1
M-01383,51.2798,1001.6674,0.0721,0.0123,1031,0.0136,0.0493,0.6303,1,0.0897,0
M-01384,57.2975,913.0909,0.0335,0.0051,747,0.0641,0.1024,0.6566,3,0.0079,0
M-01385,48.4977,558.1706,0.0296,0.0035,470,0.1287,0.1107,0.5519,4,0.0757,0
M-01386,80.0014,364.5509,0.0858,0.0235,1214,0.2144,0.0701,0.6332,8,0.07,1
M-01387,50.3151,1151.7774,0.0421,0.0062,393,0.0969,0.0785,0.7918,7,0.0841,0
M-01388,41.2748,1075.2618,0.0524,0.0012,839,0.0257,0.1069,0.6978,7,0.1318,0
M-01389,36.2571,768.1466,0.0717,0.0063,1240,0.0145,0.0238,0.5069,7,0.0062,0
M-01390,38.9811,445.5469,0.0277,0.0061,376,0.0087,0.0442,0.7028,6,0.1182,0
M-01391,67.8863,1012.4411,0.1025,0.0124,459,0.2087,0.0912,0.6749,1,0.2316,1
M-01392,47.086,1375.9584,0.0166,0.0013,670,0.1499,0.0782,0.2329,5,0.14,0
M-01393,40.3232,1166.1957,0.0541,0.0013,256,0.085,0.0293,0.3082,6,0.0051,0
M-01394,59.494,807.5423,0.0495,0.0045,30,0.0498,0.1147,0.6722,5,0.022,0
M-01395,47.7374,959.728,0.0785,0.0126,959,0.0782,0.0882,0.6161,2,0.148,0
M-01396,40.3468,895.4209,0.0268,0.0042,566,0.0838,0.0205,0.573,5,0.098,0
M-01397,58.6945,797.1663,0.0673,0.0122,1170,0.0057,0.0346,0.4975,2,0.0872,0
M-01398,43.2208,1466.2582,0.0151,0.01,747,0.0815,0.1139,0.7003,3,0.1181,0
M-01399,30.6029,269.5108,0.0335,0.0011,558,0.0747,0.1326,0.703,6,0.0909,1
M-01400,64.944,910.2535,0.0686,0.0084,694,0.1261,0.0418,0.4421,5,0.0223,1
M-01401,42.1627,812.0455,0.1033,0.0108,989,0.2274,0.1734,0.901,9,0.2587,1
M-01402,56.8877,654.8021,0.0394,0.0074,1496,0.0593,0.0877,0.55,3,0.1228,0
M-01403,47.2321,339.5002,0.0274,0.0083,1636,0.0518,0.0976,0.6248,4,0.12,0
M-01404,58.9466,1171.8789,0.0498,0.0109,285,0.0578,0.1392,0.7436,6,0.0195,0
M-01405,61.7691,894.3268,0.0388,0.012,477,0.1391,0.0904,0.8041,4,0.1272,0
M-01406,69.6546,1231.3196,0.0247,0.0039,1245,0.0499,0.0887,0.4977,3,0.0513,0
M-01407,43.404,275.782,0.064,0.0031,843,0.0828,0.0954,0.3666,4,0.0603,0
M-01408,78.1426,420.1986,0.015,0.0061,922,0.0497,0.1094,0.4681,2,0.1124,0
M-01409,40.897,631.3122,0.0767,0.0076,1636,0.0844,0.0597,0.6614,4,0.1083,1
M-01410,45.7899,1390.429,0.0646,0.0127,635,0.1314,0.0993,0.3829,1,0.0452,0
M-01411,21.7527,818.6925,0.0317,0.0047,856,0.0895,0.0659,0.4989,3,0.1494,0
M-01412,71.1569,838.2514,0.0529,0.0084,939,0.0821,0.0745,0.5536,7,0.0718,1
M-01413,22.9703,962.6368,0.0306,0.0037,1598,0.0151,0.1114,0.6536,6,0.0747,0
M-01414,60.6742,649.4964,0.0405,0.0053,906,0.0218,0.0853,0.5641,4,0.056,0
M-01415,76.7153,577.4037,0.055,0.0227,1079,0.2554,0.1171,0.7252,7,0.1574,1
M-01416,48.8833,919.5526,0.0114,0.0149,939,0.0346,0.1356,0.6113,5,0.0385,0
M-01417,69.23,639.1135,0.1083,0.0207,1363,0.2486,0.0591,0.5746,9,0.0674,1
M-01418,66.5198,382.9147,0.0695,0.0119,733,0.0777,0.0928,0.6585,3,0.109,0
M-01419,41.7569,458.5549,0.016,0.0059,1584,0.02,0.0404,0.5178,7,0.1362,0
M-01420,62.7265,297.9201,0.0281,0.013,448,0.148,0.0461,0.6689,6,0.1319,0
M-01421,78.562,1128.4272,0.0144,0.0044,1495,0.1224,0.0908,0.6249,1,0.0733,0
M-01422,52.4003,1185.6684,0.021,0.0098,406,0.07,0.0891,0.5642,2,0.1104,0
M-01423,74.5868,1470.4678,0.0415,0.0102,1264,0.1282,0.0719,0.5156,2,0.1405,0
M-01424,25.9864,869.0947,0.0635,0.0149,1137,0.0561,0.0744,0.3126,5,0.0058,0
M-01425,68.5717,1294.826,0.0415,0.0102,1307,0.092,0.0082,0.3905,4,0.286,1
M-01426,55.6595,1243.0576,0.0237,0.006,242,0.0582,0.0596,0.3472,1,0.0921,0
M-01427,47.4932,1056.3799,0.0647,0.0033,724,0.0797,0.0448,0.9328,1,0.013,0
M-01428,109.3735,1145.7223,0.1143,0.0133,171,0.0607,0.1636,0.4081,10,0.2475,0
M-01429,65.0944,784.3401,0.0232,0.0067,849,0.0441,0.0969,0.95,2,0.0817,0
M-01430,24.3475,1005.3984,0.0338,0.0091,647,0.1158,0.0853,0.4319,3,0.0991,0
M-01431,100.6277,515.2549,0.0455,0.0095,1207,0.1088,0.1925,0.872,6,0.1279,1
M-01432,45.3795,958.1106,0.072,0.0065,758,0.1435,0.0999,0.6345,1,0.1336,0
M-01433,33.5405,981.138,0.0736,0.0011,30,0.0358,0.0929,0.3293,6,0.1221,0
M-01434,45.4441,1106.3206,0.0512,0.0098,30,0.0458,0.0817,0.7015,7,0.0193,0
M-01435,33.049,742.6029,0.0492,0.0138,1383,0.0671,0.1167,0.4998,3,0.124,0
M-01436,31.2141,734.1033,0.0679,0.0068,441,0.0378,0.0513,0.3482,5,0.114,0
M-01437,65.1421,786.3731,0.0571,0.0125,474,0.0886,0.0488,0.8216,6,0.0863,0
M-01438,71.803,942.0943,0.0256,0.0017,303,0.0787,0.0442,0.5097,3,0.0418,0
M-01439,52.1189,1153.2519,0.0313,0.0082,642,0.0858,0.0811,0.436,3,0.1074,0
M-01440,62.3024,763.0056,0.0222,0.0048,629,0.0528,0.0662,0.4249,3,0.0315,0
M-01441,46.7049,1040.0983,0.0575,0.0108,416,0.0121,0.0636,0.4732,7,0.1262,0
M-01442,51.2853,1253.8299,0.0281,0.0018,389,0.0592,0.0447,0.6218,5,0.0301,0
M-01443,59.2305,668.8485,0.0757,0.0046,535,0.1216,0.062,0.4059,7,0.0263,1
M-01444,38.7231,752.1963,0.0687,0.0047,1408,0.0108,0.0793,0.7012,5,0.0701,0
M-01445,55.0773,587.2473,0.0429,0.0032,419,0.0084,0.0653,0.6609,5,0.1184,0
M-01446,60.4331,1267.6116,0.0486,0.0112,193,0.0289,0.1342,0.8192,5,0.1472,0
M-01447,78.4766,744.8513,0.0922,0.0243,530,0.2446,0.0664,0.7282,2,0.1574,1
M-01448,21.991,1103.4323,0.0721,0.0121,1044,0.036,0.0808,0.4795,6,0.0683,0
M-01449,45.0851,916.4675,0.0432,0.0135,1461,0.0357,0.0833,0.5129,1,0.0967,0
M-01450,69.1231,911.0078,0.036,0.0036,675,0.0197,0.1135,0.6387,2,0.1184,0
M-01451,53.1886,756.1968,0.019,0.0067,610,0.1173,0.1307,0.5733,5,0.0415,0
M-01452,125.9264,1280.2819,0.0564,0.0091,563,0.2177,0.1591,0.7776,4,0.2352,1
M-01453,35.4258,1069.9163,0.0454,0.0102,544,0.0164,0.0537,0.4843,4,0.0837,0
M-01454,68.3472,980.8613,0.056,0.0055,825,0.1778,0.1656,0.384,6,0.3186,1
M-01455,49.9089,401.1524,0.0786,0.0093,659,0.0835,0.0474,0.847,2,0.139,0
M-01456,73.7081,1323.8314,0.0737,0.0099,940,0.1112,0.043,0.4301,2,0.1379,1
M-01457,44.1129,459.6672,0.0761,0.0138,840,0.1284,0.0796,0.6072,4,0.0885,0
M-01458,47.8678,848.7781,0.0304,0.005,847,0.0494,0.0808,0.5644,7,0.0052,1
M-01459,71.7047,1047.8354,0.0256,0.012,537,0.0003,0.0454,0.4585,3,0.1044,0
M-01460,39.4248,361.8985,0.0326,0.0084,422,0.0742,0.0475,0.8386,3,0.1023,0
M-01461,66.6306,1040.7903,0.0111,0.0061,1199,0.1491,0.0623,0.4497,6,0.0875,0
M-01462,75.5332,883.2659,0.073,0.0095,431,0.1144,0.0498,0.4233,4,0.1027,0
M-01463,49.1914,571.534,0.0113,0.0143,1184,0.0796,0.0792,0.6686,4,0.0675,0
M-01464,63.8641,1270.6028,0.0196,0.0021,945,0.066,0.0887,0.2502,1,0.1034,1
M-01465,30.9491,629.5567,0.0233,0.005,909,0.0585,0.0592,0.3796,1,0.1457,0
M-01466,60.1871,755.4201,0.0203,0.0039,723,0.0776,0.0753,0.4142,4,0.0137,0
M-01467,64.0932,882.1791,0.1173,0.018,582,0.2252,0.1303,0.4552,10,0.1169,1
M-01468,39.1328,811.65,0.0674,0.0065,719,0.2329,0.0968,0.5836,3,0.1199,1
M-01469,64.6724,612.529,0.0551,0.0207,393,0.1197,0.0666,0.6702,3,0.3236,0
M-01470,68.3462,908.5231,0.0599,0.0021,1371,0.1152,0.0816,0.5272,7,0.0528,0
M-01471,53.9066,960.7049,0.0308,0.0137,406,0.0567,0.0464,0.6238,6,0.0684,0
M-01472,81.131,1365.7122,0.041,0.0012,138,0.1458,0.1059,0.5189,3,0.1367,0
M-01473,49.0735,1097.2309,0.0139,0.0144,547,0.1466,0.0382,0.5858,4,0.0696,0
M-01474,47.1966,739.6646,0.0586,0.0084,819,0.0168,0.115,0.5712,2,0.0989,0
M-01475,55.531,405.6563,0.0725,0.0038,1062,0.1111,0.0601,0.6297,2,0.0897,0
M-01476,33.0408,1469.266,0.0721,0.0141,30,0.0385,0.0981,0.214,6,0.0276,0
M-01477,47.9383,1021.1264,0.0147,0.0105,109,0.0708,0.1049,0.4538,2,0.0832,0
M-01478,52.563,825.7248,0.016,0.0112,576,0.0567,0.1135,0.4486,1,0.1331,1
M-01479,51.2281,308.8412,0.0544,0.0128,781,0.0763,0.1012,0.7465,6,0.1096,0
M-01480,60.924,574.6199,0.049,0.0172,384,0.2966,0.192,0.6365,6,0.0621,1
M-01481,46.4075,1497.7363,0.0782,0.0143,1367,0.0355,0.0624,0.459,5,0.0887,0
M-01482,37.5861,1205.8436,0.0189,0.0065,778,0.1157,0.1015,0.6956,6,0.0516,1
M-01483,73.8587,463.7184,0.0578,0.0084,661,0.1328,0.1087,0.7341,4,0.0079,0
M-01484,44.0421,1329.2192,0.0681,0.0081,248,0.089,0.0826,0.5747,5,0.0691,0
M-01485,56.9149,1450.194,0.0722,0.016,30,0.1334,0.0825,0.6257,6,0.2158,1
M-01486,45.4834,939.8943,0.0363,0.0059,1015,0.0768,0.0698,0.8451,2,0.1195,0
M-01487,37.0942,316.6957,0.0297,0.0144,818,0.0123,0.085,0.5092,3,0.0673,0
M-01488,58.5634,773.0978,0.0505,0.0028,744,0.1461,0.1501,0.406,4,0.047,0
M-01489,76.2841,1181.7499,0.059,0.0061,552,0.0987,0.0977,0.3917,1,0.1102,0
M-01490,49.7148,971.2639,0.0529,0.011,559,0.1341,0.079,0.3429,4,0.0676,1
M-01491,41.2538,746.4559,0.0301,0.0037,888,0.0266,0.0619,0.7336,3,0.1349,0
M-01492,53.6501,980.3508,0.0553,0.0058,379,0.0792,0.0562,0.386,1,0.1331,0
M-01493,32.4833,594.7348,0.0745,0.0129,1333,0.0085,0.0888,0.5748,2,0.0409,0
M-01494,61.563,1396.1632,0.0237,0.0135,428,0.0664,0.0993,0.8184,4,0.1086,0
M-01495,32.3095,944.117,0.0659,0.0101,815,0.0065,0.0752,0.351,4,0.0164,0
M-01496,12.9253,961.0636,0.0408,0.0121,1056,0.135,0.038,0.4502,5,0.0122,0
M-01497,50.1889,859.7221,0.0459,0.0061,202,0.1458,0.0726,0.6512,3,0.0334,0
M-01498,63.2466,1161.5818,0.0616,0.0054,930,0.0732,0.0851,0.5272,3,0.1244,0
M-01499,42.0282,952.6318,0.0443,0.0049,867,0.1257,0.0891,0.5867,7,0.0098,0
M-01500,98.6464,635.7805,0.0151,0.0087,669,0.073,0.0995,0.4388,7,0.1302,0
M-01501,48.709,567.9952,0.0413,0.0133,654,0.0579,0.1145,0.4123,5,0.1185,0
M-01502,73.249,733.5271,0.0436,0.0039,741,0.0745,0.0391,0.4076,2,0.1446,0
M-01503,51.9087,1226.7437,0.1011,0.0164,830,0.2098,0.0,0.5188,3,0.1992,0
M-01504,74.1102,1205.1962,0.0742,0.0102,655,0.0188,0.0717,0.6098,2,0.0893,0
M-01505,65.8568,1694.3963,0.0712,0.0146,1041,0.117,0.103,0.5568,2,0.0255,1
M-01506,49.7704,836.1216,0.0316,0.0144,640,0.1485,0.093,0.4215,7,0.0361,0
M-01507,65.4373,937.2842,0.0737,0.0118,972,0.1436,0.0804,0.7621,5,0.0921,0
M-01508,43.0095,801.8742,0.0126,0.0138,805,0.0036,0.0432,0.3882,5,0.1467,0
M-01509,21.5958,785.7549,0.0432,0.0077,821,0.0842,0.1122,0.493,6,0.0424,0
M-01510,45.1158,1208.076,0.0228,0.012,385,0.1173,0.1067,0.7037,5,0.0453,0
M-01511,37.2289,951.8067,0.0656,0.0013,815,0.0591,0.0715,0.796,7,0.1183,0
M-01512,59.8385,1055.7573,0.0287,0.0057,552,0.0211,0.0454,0.7198,6,0.0975,0
M-01513,76.9653,1063.4232,0.0317,0.0014,744,0.0929,0.0385,0.6703,1,0.1421,0
M-01514,47.2151,933.7804,0.022,0.0134,780,0.0002,0.1252,0.4341,5,0.0894,0
M-01515,40.6435,527.8934,0.0353,0.0122,810,0.1205,0.0567,0.5348,4,0.0892,0
M-01516,70.1069,1251.0907,0.0171,0.0082,397,0.0065,0.0791,0.4451,2,0.0422,0
M-01517,28.0473,540.4134,0.0506,0.0147,434,0.0396,0.1229,0.6049,4,0.0982,0
M-01518,96.1832,431.6515,0.0194,0.0119,470,0.1009,0.0704,0.3275,6,0.1389,0
M-01519,103.5041,181.2378,0.1012,0.0148,1149,0.2576,0.0996,0.336,10,0.2979,1
M-01520,71.9594,308.656,0.0857,0.0147,624,0.1436,0.0772,0.6467,1,0.2846,1
M-01521,70.283,835.6602,0.0419,0.006,570,0.0459,0.0557,0.4193,4,0.0224,0
M-01522,6.5562,1000.5055,0.0712,0.0086,771,0.0659,0.0932,0.6911,5,0.12,0
M-01523,53.6198,563.6146,0.0338,0.0146,622,0.0376,0.0368,0.5523,3,0.0142,0
M-01524,64.81,584.8003,0.053,0.0098,476,0.0142,0.0638,0.5323,4,0.0854,0
M-01525,37.7267,1216.0849,0.0782,0.0044,30,0.0692,0.0657,0.4623,5,0.0651,0
M-01526,47.1814,614.4449,0.0678,0.0149,180,0.0578,0.1754,0.8163,2,0.324,1
M-01527,48.5136,860.2815,0.0535,0.0065,1005,0.0899,0.0752,0.8584,5,0.0231,0
M-01528,37.814,213.9738,0.0722,0.0022,805,0.0947,0.0589,0.382,3,0.0995,0
M-01529,27.5979,885.612,0.0681,0.0233,153,0.239,0.0285,0.4478,2,0.312,1
M-01530,51.3763,240.2939,0.0353,0.0124,406,0.1158,0.0051,0.633,6,0.1404,0
M-01531,37.2956,947.6733,0.0595,0.015,632,0.1205,0.1213,0.744,3,0.0094,0
M-01532,45.7377,1298.5091,0.0674,0.0096,833,0.0969,0.0952,0.3708,4,0.0225,0
M-01533,42.605,720.9072,0.0158,0.0136,434,0.1396,0.1202,0.3652,1,0.0502,0
M-01534,27.888,1267.5763,0.0578,0.0118,69,0.1131,0.0781,0.5964,1,0.1048,0
M-01535,39.5646,538.234,0.0793,0.0033,760,0.0928,0.0711,0.5131,7,0.1488,0
M-01536,31.8348,586.4579,0.0227,0.0121,682,0.1469,0.0841,0.5689,2,0.0623,0
M-01537,66.2298,658.7538,0.0575,0.0047,863,0.0646,0.0441,0.5495,7,0.0942,0
M-01538,50.2343,1181.8695,0.0418,0.0133,750,0.1102,0.1034,0.3142,4,0.0477,0
M-01539,128.3535,1105.9871,0.0798,0.0226,369,0.3117,0.1486,0.7612,6,0.2035,1
M-01540,62.9359,967.8741,0.0782,0.0063,1190,0.0763,0.1135,0.8347,4,0.1206,0
M-01541,36.6614,924.2442,0.0227,0.0096,1288,0.0972,0.1089,0.8581,4,0.0775,0
M-01542,57.704,533.3082,0.0317,0.0053,753,0.1306,0.1221,0.5167,6,0.1423,0
M-01543,42.1974,1013.2184,0.0575,0.0073,452,0.1469,0.0676,0.8008,4,0.1772,1
M-01544,60.9392,991.5311,0.0757,0.0248,726,0.2944,0.161,0.4336,3,0.0736,1
M-01545,32.7,622.0981,0.0258,0.0044,1154,0.1057,0.048,0.6142,2,0.0127,1
